Signum,Plats,Socken,Härad,Kommun,Placering,Koordinater,Runtyper,Korsform,Period/Datering,Stilgruppering,Ristare,Materialtyp,Material,Föremål,Latitute,Langitute
DR DKNJy77  ,Algade,Ålborg,"Hornum hd, Nørrejylland",Aalborg,Aalborg Historiske Museum (inv.nr 5698x1145),(57.0468903589235 ; 9.92246476300605),,,V,,,ben/horn,ben,runben,57.04689036,9.922464763
DR DKNJy78 M ,Vokslev,Vokslev sn,"Hornum hd, Nørrejylland",Aalborg,,(56.96640 ; 9.68392),,,M 1100-1300,,,puts,kalkputs,målade runor,56.9664,9.68392
DR DKNJy79 M ,Tygstrup,Vestervig sn,"Refs hd, Nørrejylland",Thisted,"Nationalmuseet (D 49/2013), dep på Museet for Thy og Vester Han Herred",(56.7755012123516 ; 8.31845998758331),,,M,,,metall,bly,amulett,56.77550121,8.318459988
DR DKMJy43 M ,Vejlby,Vejlby sn,"Djurs Sønder hd, Nørrejylland",Norddjurs,På östra sidan av kyrkans nordportal.,(56.46790 ; 10.33710),,,M,,,sten,kalksten,kvadersten,56.4679,10.3371
DR DKMJy53 M ,Vester Tørslev kirke,Vester Tørslev sn,"Nørhald hd, Nørrejylland",Mariagerfjord,På korbågens norra sidovägg.,(56.59845 ; 9.90010),,,M 1100-1200,,,sten,kalksten,vägginskrift,56.59845,9.9001
DR DKMJy54 M ,Vester Tørslev kirke,Vester Tørslev sn,"Nørhald hd, Nørrejylland",Mariagerfjord,På sydliga halvdelen av triumfmurens västsida.,(56.59845 ; 9.90010),,,M 1250-1400,,,puts,kalkputs,putsinskrift,56.59845,9.9001
DR DKMJy97 M ,Øm,Ry sn,"Tyrsting hd, Nørrejylland",Skanderborg,Øm klostermuseum,(56.0521445156078 ; 9.74927571856255),,,M,,,övrigt,tegel,tegelsten,56.05214452,9.749275719
DR DKMJy101  ,Århus,Århus sn,"Hasle hd, Nørrejylland",Aarhus,Moesgård Museum. Århus (FHM 1024A),(56.158 ; 10.205),,,V,,,sten,granit/gnejs,fragment av runsten,56.158,10.205
DR DKMJy102  ,Mygind,Mygind sn,"Sønderhald hd, Nørrejylland",Syddjurs,Som tröskelsten under f.d. norra dörren.,(56.38700 ; 10.21450),,,V,,,sten,gnejs,runsten,56.387,10.2145
DR DKSJy13 M ,Skovbølling,Jelling sn,"Tørrild hd, Nørrejylland",Vejle,Nationalmuseet (D 995),,runliknande tecken,,M eller sentida,,,sten,sten,yxa (amulett),,
DR DKSJy43 SENTIDA ,Ribe,Ribe,"Ribe hd, Nørrejylland",Esbjerg,Den antikvariske samling i Ribe (j. nr. A 86) (inv.nr ASR 8837).,,,,Sentida 1500-1800,,,övrigt,tegel,tegelsten,,
DR DKSJy50 †M ,Ål kirke,Ål sn,"Vester Horne hd, Nørrejylland",Varde,"På norra långhusvägen, överkalkad.",(55.6318621490826 ; 8.28298784652942),,,M,,,puts,kalkputs,putsinskrift,55.63186215,8.282987847
DR DKSJy75 M ,Oddum (Ådum),Ådum sn,"Nørre Horne hd, Nørrejylland",Ringkøbing-Skjern,I kyrkans takkkonstruktion.,(55.87476 ; 8.59504),,,M,,,trä,trä,träinskrift,55.87476,8.59504
DR DKSJy76  ,Gl. Hviding,Hviding sn,"Hviding hd, Sønderjylland",Esbjerg,"Nationalmuseet. Inv. nr D 331/2009, deponerat till Sydvestjyske Museer, Ribe",(55.2611966654609 ; 8.67932894855746),,,V 1000-1100,,,metall,brons,amulett,55.26119667,8.679328949
DR DKSJy77  ,Ribe (Lindegården),Ribe,"Ribe hd, Nørrejylland",Esbjerg,Sydvestjyske Museer (inv.nr ASR13x600),(55.3276457369366 ; 8.76168546966118),,,V 950-975,,,sten,granit,runsten,55.32764574,8.76168547
DR DKSl16  ,Haddeby,Busdorf,"Amt Haddeby, (Schleswig-Holstein, Sydslesvig)",Busdorf,Archäologisches Landesmuseum in der Stiftung Schleswig-Holsteinische Landesmuseen Schloss Gottorf (inv.nr KS D 594.1),,,,V 800-1000,,,ben/horn,ben,nål,,
DR DKSk68  ,Oxiegården,Oxie sn,"Oxie hd, Skåne",Malmö,Malmö Kulturmiljö (Fnr 4548:E:7),6161406.133,,,V 975-1100,,,,,sländtrissa,6161406.133,
DR DKSk139  ,"Fosie, Ohlsgård",Fosie sn,"Oxie hd, Skåne",Malmö,Malmö Kulturmiljö (Inv.nr 4214-739),6162150.132,,,V,,,metall,bly,amulett,6162150.132,
DR DKSk140 M ,Högseröds kyrka,Högseröds sn,"Frosta hd, Skåne",Eslöv,,6187298.136,,,M,,,puts,kalkputs,putsmålning,6187298.136,
DR DKSkL83 $M ,"Lund, kv. Blekhagen 10-12",Lund,Skåne,Lund,Lunds kulturhistoriska museum (KM 86581:1624),6177800.134,,,M 1220-1235,,,trä,bokträ,spelpjäs(?),6177800.134,
DR Fv1968;282 M ,Annelövs kyrka,Annelövs sn,"Onsjö hd, Skåne",Landskrona,I södra långhusmuren ovanpå grundstenarna.,6193191.133,ensidiga bistavar på a och n,,M 1100-t,,,sten,,runsten,6193191.133,
DR Fv1988;234A  ,"Lund, kv. Fiskaren",Lund,Skåne,Lund,Lunds kulturhistoriska museum (KM 72354:11),6178000.134,,,V 1000-t,,,ben/horn,ben,runben [35],6178000.134,
DR Fv1988;234B  ,"Lund, kv. Fiskaren",Lund,Skåne,Lund,Lunds kulturhistoriska museum (KM 72354:11),6178000.134,,,V 1000-t,,,ben/horn,ben,runben [36],6178000.134,
DR Fv1988;236 M ,"Lund, kv. S:t Mikael 5",Lund,Skåne,Lund,Lunds kulturhistoriska museum (KM 73504:305),6178025.134,,,M,,,ben/horn,ben,runben [37],6178025.134,
DR Fv1988;237 M ,"Lund, kv. S:t Clemens 9",Lund,Skåne,Lund,Lunds kulturhistoriska museum (KM 71839:328),6177875.134,,,M,,,övrigt,läder,läderslida [4],6177875.134,
DR Fv1988;238  ,"Lund, kv. S:t Clemens",Lund,Skåne,Lund,KM (71839:2150),6177875.134,,,V 990-1000 (Imer 2007),,,metall,brons,bleck,6177875.134,
DR Fv1988;239 M? ,Lackalänga,Lackalänga sn,"Torna hd, Skåne",Kävlinge,Privat ägo.,6186050.133,runliknande tecken samt n r f,,M?,,,sten,rund med hål i mitten,sländtrissa av sandsten,6186050.133,
DR Fv1990;30 M ,Fjelie kyrka,Fjelie sn,"Torna hd, Skåne",Lomma,I dörröppningen mellan västtornet och långhustaket.,6180902.133,,,M 1100-t,,,sten,sandsten,kvadersten,6180902.133,
DR Fv1993;224 M ,"Lund, kv. Glambeck 4",Lund,Skåne,Lund,Lunds kulturhistoriska museum (KM 76579:38),6177750.134,,,M 1100-1150 (dendrokronologi),,,ben/horn,ben,runben [38],6177750.134,
DR Fv1993;225 M ,"Lund, kv. Glambeck 4",Lund,Skåne,Lund,Lunds kulturhistoriska museum (KM 76579:558),6177750.134,runliknande tecken,,M 1100-1150 (dendrokronologi),,,ben/horn,ben,runben [39],6177750.134,
DR Fv1993;226  ,"Lund, kv. Gyllenkrok 3.4.5.",Lund,Skåne,Lund,Lunds kulturhistoriska museum (KM 76420:172),6177525.134,þ-runorna är spegelvända eller fördubblade,,V 1000-t,,,metall,,metallbit,6177525.134,
DR Fv1993;227A  ,"Lund, kv. Gyllenkrok 30",Lund,Skåne,Lund,Lunds kulturhistoriska museum (KM 77655:455),6177525.134,långkvist,,V/M 1000-1100-t,,,ben/horn,ben,runben [40],6177525.134,
DR Fv1993;227B M ,"Lund, kv. Myntet 3.4.5.",Lund,Skåne,Lund,Lunds kulturhistoriska museum (KM 77714:663),6177950.134,,,M 1200-1300-t,,,ben/horn,ben,runben [41],6177950.134,
DR Lyngsjö1992;12 $M ,Lyngsjö kyrka,Lyngsjö sn,"Gärds hd, Skåne",Kristianstad,"På kvadersten i igenmurad sydportal, nu överputsad.",6202083.139,,,M,,,puts,kalkputs,putsinskrift,6202083.139,
DR MLUHM1983-84;131  ,Lilla Köpinge,Stora Köpinge sn,"Herrestads hd, Skåne",Ystad,Lunds universitets historiska museum i Lund,6149400.138,,,V ca 800 (arkeologisk datering),,,ben/horn,horn,kamfragment,6149400.138,
DR MS1995;322 U ,Skovgårde,Udby sn,"Bårse hd, Sjælland",Vordingborg,"Sydsjællands museum, Vordingborg (77021x357)",(55.0785963279663 ; 11.9574454053455),,,U 210/220-250/260,,,metall,silver med guldbeläggning,rosettfibula,55.07859633,11.95744541
DR MS1995;334A U ,Vimose,Næsbyhoved Broby sn,"Odense hd, Fyn",Odense,"Fyns Oldtid-Hollufgård, Odense (3201 x 237)",(55.4522710631068 ; 10.2957376329379),,,U 210/220-250/260,,,metall,brons,doppsko,55.45227106,10.29573763
DR MS1995;334B U ,Vimose,Næsbyhoved Broby sn,"Odense hd, Fyn",Odense,"Fyns Oldtid-Hollufgård, Odense (3201 x 316)",(55.4522710631068 ; 10.2957376329379),,,U 210/220-250/260,,,metall,järn,lansspets,55.45227106,10.29573763
DR MS1995;334C U ,Illerup,Skanderup sn,"Hjelmslev hd, Nørrejylland",Skanderborg,Forhistorisk museum Moesgård (FHM 1880 EBH),(56.055 ; 9.900),,,U 210/220-250/260,,,metall,brons,sköldhandtagsbeslag,56.055,9.9
DR MS1995;335A U ,Illerup,Skanderup sn,"Hjelmslev hd, Nørrejylland",Skanderborg,Forhistorisk museum Moesgård (FHM 1880 INL),(56.055 ; 9.900),,,U 210/220-250/260,,,metall,järn,lansspets,56.055,9.9
DR MS1995;335B U ,Illerup,Skanderup sn,"Hjelmslev hd, Nørrejylland",Skanderborg,Forhistorisk museum Moesgård (FHM 1880 IMZ),(56.055 ; 9.900),,,U 210/220-250/260,,,metall,järn,lansspets,56.055,9.9
DR MS1995;336A U ,Illerup,Skanderup sn,"Hjelmslev hd, Nørrejylland",Skanderborg,Forhistorisk museum Moesgård (FHM 1880 LLI),(56.055 ; 9.900),,,U 210/220-250/260,,,trä,trä,hyvel,56.055,9.9
DR MS1995;336B U ,Illerup,Skanderup sn,"Hjelmslev hd, Nørrejylland",Skanderborg,Forhistorisk museum Moesgård (FHM 1880 TWR),(56.055 ; 9.900),,,U 210/220-250/260,,,metall,silver,sköldhandtagsbeslag,56.055,9.9
DR MS1995;336C U ,Illerup,Skanderup sn,"Hjelmslev hd, Nørrejylland",Skanderborg,Forhistorisk museum Moesgård (FHM 1880 WVI/KAFW),(56.055 ; 9.900),,,U 210/220-250/260,,,metall,silver,sköldhandtagsbeslag,56.055,9.9
DR MS1995;337 U ,Illerup,Skanderup sn,"Hjelmslev hd, Nørrejylland",Skanderborg,Forhistorisk museum Moesgård (FHM 1880 AAFH),(56.055 ; 9.900),,,U 210/220-250/260,,,metall,brons,doppsko,56.055,9.9
DR MS1995;338 U ,Illerup,Skanderup sn,"Hjelmslev hd, Nørrejylland",Skanderborg,Forhistorisk museum Moesgård (FHM 1880 PZY),(56.055 ; 9.900),,,U 210/220-250/260,,,trä,trä,handtag till elddon,56.055,9.9
DR MS1995;339 U ,Illerup,Skanderup sn,"Hjelmslev hd, Nørrejylland",Skanderborg,Forhistorisk museum Moesgård (FHM 1880 LGH),(56.055 ; 9.900),,,U 210/220-250/260,,,metall,brons,beslag till dryckeshorn,56.055,9.9
DR MS1995;340 $U ,Møllegårdsmarken,Gudme sn,"Gudme hd, Fyn",Svendborg,Fyns Oldtid-Hollufgård,(55.1480428576565 ; 10.7408608610888),,,U 210/220-310/320 (Imer 2007),,,metall,järn,kniv,55.14804286,10.74086086
DR MS1995;341 U ,Nydam Engmose,Sottrup sn,"Nybøl hd, Sønderjylland",Sønderborg,"Nationalmuseet (NV 3168, NV 12718)",(54.9603868861657 ; 9.72682690129138),,,U 210/220-375 (Imer 2007),,,trä,trä,yxskaft,54.96038689,9.726826901
DR MS1995;344 U ,Nydam Engmose,Sottrup sn,"Nybøl hd, Sønderjylland",Sønderborg,Nationalmuseet (4260),(54.9603868861657 ; 9.72682690129138),,,U 310/320-375/400 (Imer 2007),,,trä,trä,pilskaft,54.96038689,9.726826901
DR NA1998;66 $M ,Brösarps kyrka,Brösarps sn,"Albo hd, Skåne",Tomelilla,,6178529.139,,,"M (1350-1400, konsthistorisk datering)",,,puts,kalkputs,"kalkmålning, djävul",6178529.139,
DR NOR1988;5 $ ,"Malt, Ågård",Malt sn,"Malt hd, Nørrejylland",Vejen,Museet på Sønderskov,(55.4341492336625; 9.09049980879258),,,V 800-900-t,,,sten,gnejs,runsten,55.43414923,9.090499809
DR NOR1990;5 SENTIDA ,Kävlinge gamla kyrka,Kävlinge sn,"Harjagers hd, Skåne",Kävlinge,"I tornets trävirke, på nordsidan.",6187902.133,,,Sentida 1500-t,,,trä,trä,inskrift på bjälke,6187902.133,
DR NOR1998;8  ,"Lund, kv. Maria minor 3",Lund,Skåne,Lund,Lunds kulturhistoriska museum (KM 80787),6177850.134,,,V (s 900-t - ca 1000),,,ben/horn,horn,kam [5],6177850.134,
DR NOR1998;9A  ,"Lund, kv. S:t Clemens 9",Lund,Skåne,Lund,Lunds kulturhistoriska museum (KM 71839:548),6177875.134,,,V b 1000-t,,,övrigt,läder,läderslida [5],6177875.134,
DR NOR1998;9B M? ,"Lund, kv. Svartbröder 23",Lund,Skåne,Lund,Lunds kulturhistoriska museum (KM 62892:2191),6177975.134,,,M? eventuellt eftermedeltida,,,metall,bly,"hänge, amulett",6177975.134,
DR NOR1998;20 M? ,Svenstorp,Stora Köpinge sn,"Herrestads hd, Skåne",Ystad,Lunds universitets historiska museum (27 727),6151750.138,,,M? (eventuellt V),,,sten,grönsten (amulett),stenyxa,6151750.138,
DR NOR1998;21 $ ,Färlöv,Färlövs sn,"Östra Göinge hd, Skåne",Kristianstad,Vid landsvägen 300 m söder om Färlövs kyrka.,6217201.139,,,V Helnæs-Gørlev,,,sten,gnejs,runsten,6217201.139,
DR NOR1999;21 M ,"Kävlinge 34:21, Granliden",Kävlinge sn,"Harjagers hd, Skåne",Kävlinge,SHM (33768),6189064.133,,,M 1200-t?,,,metall,bly,bleck (amulett),6189064.133,
DR NOR2000;6 M ,Karise kirke,Karise sn,"Fakse hd, Sjælland",Faxe,I kyrkan under tornbågen.,(55.305776 ; 12.209244),,,M,,,puts,kalkputs,putsinskrift,55.305776,12.209244
DR NOR2000;7A  ,Lundagårdsparken,Lund,Skåne,Lund,Lunds kulturhistoriska museum (KM 80675:303),6178150.134,,,V ca 1065 (numismatisk datering),,,metall,silver,praktmynt,6178150.134,
DR NOR2000;7B M ,"Lund, kv. S:t Botulf 12Ö (?)",Lund,Skåne,Lund,Lunds kulturhistoriska museum (KM 57135:1589),6177900.134,,,M (1200-1300-t),,,trä,trä,laggskålsbotten [2],6177900.134,
DR NOR2000;7C M ,"Lund, kv. S:t Clemens 8 (?)",Lund,Skåne,Lund,Lunds kulturhistoriska museum (KM 66166:2563),6177875.134,,,M (1200-1300-t),,,trä,trä,laggskålsbotten [3],6177875.134,
DR NOR2000;8A M ,"Lund, kv. S:t Clemens 8 (?)",Lund,Skåne,Lund,Lunds kulturhistoriska museum (KM 66166:2563),6177875.134,,,M (1200-1300-t),,,trä,trä,laggskålsbotten [4],6177875.134,
DR NOR2000;8B M? ,Lund,Lund,Skåne,Lund,Lunds kulturhistoriska museum (KM 12926),6178000.134,,,M?,,,trä,"trä, idegran",ornerad träbit (oviss funktion),6178000.134,
DR NOR2000;8C  ,Uppåkra,Uppåkra sn,"Bara hd, Skåne",Staffanstorp,Lunds universitets historiska museum (U3574),6173725.133,,,V,,,metall,brons,bronsbit (amulett),6173725.133,
DR NOR2001;8A  ,Hörup,Hörups sn,"Ingelstads hd, Skåne",Ystad,Lunds universitets historiska museum,6147325.139,,,V 675-900 (Imer 2007),,,ben/horn,ben,"runben, revben",6147325.139,
DR NOR2001;8B  ,Hörup,Hörups sn,"Ingelstads hd, Skåne",Ystad,Lunds universitets historiska museum,6147325.139,,,V 675-900 (Imer 2007),,,ben/horn,ben,"runben, revben",6147325.139,
DR NOR2002;7 M ,Vennebjerg Kirke,Vennebjerg sn,"Vennebjerg hd, Nørrejylland",Hjørring,I kyrkans kor.,(57.4579 ; 9.831105),,,M,,,puts,kalkputs,putsinskrift,57.4579,9.831105
DR NOR2002;8 M ,Rakkeby kirke,Rakkeby sn,"Børglum hd, Nørrejylland",Hjørring,I kyrkan.,(56.7654 ; 8.62614),,,M,,,puts,kalkputs,putsinskrift,56.7654,8.62614
DR NOR2002;9 M ,Randlev kirke,Randlev sn,"Hads hd, Nørrejylland",Odder,I kyrkan.,(55.944 ; 10.186),,,M,,,puts,kalkputs,putsinskrift,55.944,10.186
DR NOR2003;5 U ,Sorte Muld,Ibsker sn,"Øster hd, Bornholm",Bornholm,Bornholms Museum (BMR 1191 x 1580R. Nationalmuseet C 35315),(55.1262142005295 ; 15.1170721176496),,,U 375/400-560/570 (Imer 2007),,,ben/horn,hjorthorn,amulett,55.1262142,15.11707212
DR NOR2003;6  ,Duesminde,Vejleby sn,"Fuglse hd, Lolland-Falster",Lolland,Lolland-Falsters Stiftsmuseum (Museumsnr. 75 x 27. Nationalmuseet. C 35338),(54.7542852569574 ; 11.3331164989292),"sista runan, där en yrruna förväntas, är en stupad redruna",,V 850-950 (Imer 2007),,,metall,förgyllt silver,remändebeslag,54.75428526,11.3331165
DR NOR2003;7 M ,Veddelevgård,Himmelev sn,"Sømme hd, Sjælland",Roskilde,"Roskilde Museum (Museumsnr. ROM 1684, Nationalmuseet. Inv. nr. D 120/2002)",(55.6819022457581 ; 12.0862649828794),,,M,,,metall,bly,bleck (amulett),55.68190225,12.08626498
DR NOR2003;8 M ,Munkegård,Povlsker sn,"Sønder hd, Bornholm",Bornholm,Bornholms Museum (Museumsnr.1228 x 121. Nationalmuseet. Inv. nr. D 91/2002),(55.0014319766184 ; 15.053495214219),,,M,,,metall,bly,bleck (amulett),55.00143198,15.05349521
DR NOR2003;9 M ,Kællingebygård Øst,Pedersker sn,"Sønder hd, Bornholm",Bornholm,Bornholms Museum (Museumsnr. BMR 3142 x 41. Nationalmuseet. Inv. nr. D 92/2002),(55.0519830963691 ; 15.0128057678923),,,M,,,metall,bly,bleck (amulett),55.0519831,15.01280577
DR NOR2003;10  ,"Lund, kv. Färgaren 28",Lund,Skåne,Lund,Lunds kulturhistoriska museum (KM 85963:143),6177800.134,,,,,,ben/horn,ben,nål [5],6177800.134,
DR NOR2003;20  ,Lockarps bytomt,Lockarps sn,"Oxie hd, Skåne",Malmö,Malmö museer (MHM 12756:19),6160350.133,,,V 1000-1050,,,metall,koppar,bleck,6160350.133,
DR NOR2004;5 M ,Lille Myregård,Ny Larsker sn,"Vester hd, Bornholm",Bornholm,"Bornholms museum (Museumsnr 1233x136, Nationalmuseet Inv.nr D 252/2003)",(55.0625354393715 ; 14.7943325079753),,,M,,,metall,bly,amulett i två delar,55.06253544,14.79433251
DR NOR2004;7 $M ,Dalgård,Borbjerg sn,"Hjerm hd, Nørrejylland",Holstebro,"Holstebro museum (Museumsnr 20.087x45, Nationalmuseet Inv.nr D 15/2003)",(56.4114830560016 ; 8.73473614953967),,,M,,,metall,bly,amulett,56.41148306,8.73473615
DR NOR2004;8 $ ,Gyldensgård,Østermarie sn,"Øster hd, Bornholm",Bornholm,"Bornholms museum (Museumsnr 3195x3, Nationalmuseet Inv.nr D 272/2004)",,,,V/M,,,metall,brons,bronsbit,,
DR NOR2004;9 $M ,Sandegård,Povlsker sn,"Sønder hd, Bornholm",Bornholm,Bornholms Museum (Museumsnr. BMR 2770x93. Nationalmuseet Inv.nr D 166/2004),(55.0014319766184 ; 15.053495214219),,,M,,,metall,bly,amulett,55.00143198,15.05349521
DR Schl3  ,Rathausmarkt,Stadt Schleswig,"Stadt Schleswig (Schleswig-Holstein, Sydslesvig)",Schleswig,Stiftung Schleswig-Holsteinische Landesmuseen Schloß Gottorf (Museumsnr. KS D 376.003),(54.514 ; 9.571),,,V? 1000-t,,,trä,trä,pinne,54.514,9.571
DR Schl4  ,Rathausmarkt,Stadt Schleswig,"Stadt Schleswig (Schleswig-Holstein, Sydslesvig)",Schleswig,Stiftung Schleswig-Holsteinische Landesmuseen Schloß Gottorf (Museumsnr. KS D 376.104a-d),(54.514 ; 9.571),,,V? 1000-t,,,trä,trä,spatserkäpp,54.514,9.571
DR Schl5  ,Plessenstraße,Stadt Schleswig,"Stadt Schleswig (Schleswig-Holstein, Sydslesvig)",Schleswig,Stiftung Schleswig-Holsteinische Landesmuseen Schloß Gottorf (Museumsnr. KS D 385.016),(54.514 ; 9.567),,,V? 1000-t (arkeologisk datering),,,sten,bärnsten,fragment av bärnstensring,54.514,9.567
DR Schl6  ,Plessenstraße,Stadt Schleswig,"Stadt Schleswig (Schleswig-Holstein, Sydslesvig)",Schleswig,Stiftung Schleswig-Holsteinische Landesmuseen Schloß Gottorf (Museumsnr. KS D 380.155),(54.514 ; 9.567),,,V? 1000-t (arkeologisk datering),,,ben/horn,ben,nål,54.514,9.567
DR Schl7  ,Plessenstraße,Stadt Schleswig,"Stadt Schleswig (Schleswig-Holstein, Sydslesvig)",Schleswig,Stiftung Schleswig-Holsteinische Landesmuseen Schloß Gottorf (Museumsnr. KS D 380.002),(54.514 ; 9.567),,,V? 1000-t (arkeologisk datering),,,ben/horn,ben,nål,54.514,9.567
DR Schl8  ,Ausgrabung Schild,Stadt Schleswig,"Stadt Schleswig (Schleswig-Holstein, Sydslesvig)",Schleswig,Stiftung Schleswig-Holsteinische Landesmuseen Schloß Gottorf (Museumsnr. KS D 374.084),,,,V? 1000-t,,,ben/horn,ben,"runben, revben",,
DR Schl9  ,Ausgrabung Schild,Stadt Schleswig,"Stadt Schleswig (Schleswig-Holstein, Sydslesvig)",Schleswig,Stiftung Schleswig-Holsteinische Landesmuseen Schloß Gottorf (Museumsnr. KS D 374.083),,,,V? 1000-t,,,ben/horn,ben,runben,,
DR Schl10  ,Ausgrabung Schild,Stadt Schleswig,"Stadt Schleswig (Schleswig-Holstein, Sydslesvig)",Schleswig,Stiftung Schleswig-Holsteinische Landesmuseen Schloß Gottorf (Museumsnr. KS D 374.085),,,,V? 1000-t,,,ben/horn,ben,runben,,
DR Schl11  ,Ausgrabung Schild,Stadt Schleswig,"Stadt Schleswig (Schleswig-Holstein, Sydslesvig)",Schleswig,Stiftung Schleswig-Holsteinische Landesmuseen Schloß Gottorf (Museumsnr. KS D 374.097),,,,V? 1000-t,,,ben/horn,ben,runben,,
DR Schl12  ,Plessensstraße,Stadt Schleswig,"Stadt Schleswig (Schleswig-Holstein, Sydslesvig)",Schleswig,Stiftung Schleswig-Holsteinische Landesmuseen Schloß Gottorf (Museumsnr. KS D 380.003),(54.514 ; 9.567),,,V? 1000-t,,,ben/horn,ben,runben,54.514,9.567
DR Schl13  ,Plessensstraße,Stadt Schleswig,"Stadt Schleswig (Schleswig-Holstein, Sydslesvig)",Schleswig,Stiftung Schleswig-Holsteinische Landesmuseen Schloß Gottorf (Museumsnr. KS D 380.144),(54.514 ; 9.567),,,V? 1000-t,,,ben/horn,ben,runben,54.514,9.567
DR Schl14  ,Plessensstraße,Stadt Schleswig,"Stadt Schleswig (Schleswig-Holstein, Sydslesvig)",Schleswig,Stiftung Schleswig-Holsteinische Landesmuseen Schloß Gottorf (Museumsnr. KS D 380.154),(54.514 ; 9.567),,,V? 1000-t,,,ben/horn,nötkreatur,"runben, revben",54.514,9.567
DR Schl15  ,Plessensstraße,Stadt Schleswig,"Stadt Schleswig (Schleswig-Holstein, Sydslesvig)",Schleswig,Stiftung Schleswig-Holsteinische Landesmuseen Schloß Gottorf (Museumsnr. KS D 380.153),(54.514 ; 9.567),,,V? 1000-t (arkeologisk datering),,,ben/horn,ben,"runben, revben",54.514,9.567
DR Schl16  ,Plessensstraße,Stadt Schleswig,"Stadt Schleswig (Schleswig-Holstein, Sydslesvig)",Schleswig,Stiftung Schleswig-Holsteinische Landesmuseen Schloß Gottorf (Museumsnr. KS D 380.154),(54.514 ; 9.567),,,V? 1000-t (arkeologisk datering),,,ben/horn,ben,"runben, revben",54.514,9.567
DR Schl17  ,Plessensstraße,Stadt Schleswig,"Stadt Schleswig (Schleswig-Holstein, Sydslesvig)",Schleswig,Stiftung Schleswig-Holsteinische Landesmuseen Schloß Gottorf (Museumsnr. KS D 380.145),(54.514 ; 9.567),"ensidiga a- och n-runor, e-runan med två punkter över varann",,V? 1000-t (arkeologisk datering),,,ben/horn,ben av får eller get,"runben, revben",54.514,9.567
DR Schl18  ,Plessensstraße,Stadt Schleswig,"Stadt Schleswig (Schleswig-Holstein, Sydslesvig)",Schleswig,Stiftung Schleswig-Holsteinische Landesmuseen Schloß Gottorf (Museumsnr. KS D 380.156),(54.514 ; 9.567),,,V? 1000-t (arkeologisk datering),,,ben/horn,nötkreatur,"runben, revben",54.514,9.567
DR Schl19  ,Plessensstraße,Stadt Schleswig,"Stadt Schleswig (Schleswig-Holstein, Sydslesvig)",Schleswig,Stiftung Schleswig-Holsteinische Landesmuseen Schloß Gottorf (Museumsnr. KS D 380.143),(54.514 ; 9.567),f-runan är en stupruna,,V? 1000-t (arkeologisk datering),,,ben/horn,nötkreatur,"runben, revben",54.514,9.567
DR Schl20  ,Plessensstraße,Stadt Schleswig,"Stadt Schleswig (Schleswig-Holstein, Sydslesvig)",Schleswig,Stiftung Schleswig-Holsteinische Landesmuseen Schloß Gottorf (Museumsnr. KS D 380.152),(54.514 ; 9.567),,,V? 1000-t (arkeologisk datering),,,ben/horn,nötkreatur,vänster revben,54.514,9.567
DR Schl21  ,Hafenstraße 13,Stadt Schleswig,"Stadt Schleswig (Schleswig-Holstein, Sydslesvig)",Schleswig,Stiftung Schleswig-Holsteinische Landesmuseen Schloß Gottorf (Museumsnr. KS D 389.074),(54.512419 ; 9.570959),,,"V? (1000-1100-t, arkeologisk datering)",,,ben/horn,ben,"runben, revben",54.512419,9.570959
DR Schl22 M ,Hunnenstraße 4,Stadt Schleswig,"Stadt Schleswig (Schleswig-Holstein, Sydslesvig)",Schleswig,Stiftung Schleswig-Holsteinische Landesmuseen Schloß Gottorf (Museumsnr. KS D 376.102),(54.514216 ; 9.570792),,,M s 1000-t - 1100-t,,,trä,trä,(kniv)skaft,54.514216,9.570792
DR Schl23 M ,Ausgrabung Schild,Stadt Schleswig,"Stadt Schleswig (Schleswig-Holstein, Sydslesvig)",Schleswig,Stiftung Schleswig-Holsteinische Landesmuseen Schloß Gottorf (Museumsnr. KS D 376.160),,,,M ca 1250 (arkeologisk datering),,,trä,furu,laggskålsbotten,,
